Borough,zipcode,City,highschool_graduation_rate,College Enrollment Rate,Median income,IsExceedingBoroughHighSchoolGraduationRate,IsExceedingBoroughCollegeEnrollmentRate,Latitude,Longitude
Queens,11358, QUEENS,95.0,80.0,78357,True,True,40.7650434,-73.7896124
Queens,11367, QUEENS,66.0,51.0,72975,False,False,40.7383491,-73.82398640000001
Queens,11354, QUEENS,57.0,39.0,47405,False,False,40.76477140000001,-73.8263806
Queens,11367, QUEENS,100.0,100.0,72975,True,True,40.7351803,-73.8212289
Queens,11366, QUEENS,82.0,65.0,93913,True,True,40.7253501,-73.8113254
Queens,11364, BAYSIDE,84.0,76.0,98424,True,True,40.7516441,-73.756958
Queens,11365, QUEENS,86.0,74.0,75409,True,True,40.7404652,-73.79360919999999
Queens,11427, QUEENS,54.0,45.0,96292,False,False,40.7336309,-73.7391435
Queens,11361, QUEENS,91.0,79.0,97203,True,True,40.771482,-73.78080709999999
Queens,11426, QUEENS,90.0,74.0,115136,True,True,40.7444247,-73.72893789999999
Queens,11691, QUEENS,59.0,38.0,61360,False,False,40.601532,-73.76397899999999
Queens,11694, QUEENS,97.0,66.0,111046,True,True,40.5866656,-73.8234351
Queens,11691, QUEENS,72.0,28.0,61360,True,False,40.601532,-73.76397899999999
Queens,11417, QUEENS,95.0,72.0,85046,True,True,40.671035,-73.8456739
Queens,11691, QUEENS,59.0,55.0,61360,False,False,40.601532,-73.76397899999999
Queens,11694, QUEENS,100.0,98.0,111046,True,True,40.5842722,-73.8250892
Queens,11694, QUEENS,57.0,50.0,111046,False,False,40.5866656,-73.8234351
Queens,11434, QUEENS,40.0,24.0,81641,False,False,40.6751577,-73.7832722
Queens,11418, QUEENS,52.0,36.0,72047,False,False,40.6949961,-73.8339115
Queens,11417, QUEENS,55.0,34.0,85046,False,False,40.6786025,-73.8369699
Queens,11416, QUEENS,95.0,74.0,75471,True,True,40.6892738,-73.8412316
Queens,11433, QUEENS,96.0,86.0,65591,True,True,40.697147,-73.7864872
Queens,11432, JAMAICA,80.0,68.0,67198,True,True,40.71443319999999,-73.79825240000001
Queens,11432, JAMAICA,83.0,50.0,67198,True,False,40.71443319999999,-73.79825240000001
Queens,11432, JAMAICA,82.0,50.0,67198,True,False,40.71443319999999,-73.79825240000001
Queens,11432, JAMAICA,82.0,78.0,67198,True,True,40.71443319999999,-73.79825240000001
Queens,11375, QUEENS,84.0,72.0,109994,True,True,40.7298471,-73.8446293
Queens,11432, QUEENS,74.0,60.0,67198,True,True,40.7095227,-73.80247159999999
Queens,11432, QUEENS,88.0,67.0,67198,True,True,40.7162107,-73.7988039
Queens,11432, QUEENS,95.0,91.0,67198,True,True,40.7184754,-73.8059729
Queens,11375, QUEENS,89.0,50.0,109994,True,False,40.7088482,-73.8558219
Queens,11433, QUEENS,100.0,89.0,65591,True,True,40.7009286,-73.7983153
Queens,11434, QUEENS,74.0,50.0,81641,True,False,40.685904,-73.78335919999999
Queens,11432, QUEENS,85.0,79.0,67198,True,True,40.7084525,-73.8041807
Queens,11411, QUEENS,68.0,38.0,113769,False,False,40.6983284,-73.7461497
Queens,11412, QUEENS,66.0,32.0,94103,False,False,40.7057537,-73.7527082
Queens,11413, QUEENS,81.0,59.0,99229,True,True,40.6675872,-73.75817420000001
Queens,11413, QUEENS,85.0,49.0,99229,True,False,40.6675872,-73.75817420000001
Queens,11413, QUEENS,84.0,56.0,99229,True,False,40.6675872,-73.75817420000001
Queens,11411, QUEENS,81.0,54.0,113769,True,False,40.6983284,-73.7461497
Queens,11434, QUEENS,80.0,50.0,81641,True,False,40.691249,-73.7784977
Queens,11411, QUEENS,66.0,50.0,113769,False,False,40.6983284,-73.7461497
Queens,11106, QUEENS,78.0,49.0,78526,True,False,40.75647,-73.9326361
Queens,11101, QUEENS,94.0,90.0,82636,True,True,40.7435115,-73.9590975
Queens,11103, QUEENS,96.0,76.0,81250,True,True,40.7576896,-73.91037779999999
Queens,11106, QUEENS,69.0,46.0,78526,False,False,40.7654697,-73.93305289999999
Queens,11106, QUEENS,63.0,43.0,78526,False,False,40.756089,-73.9251031
Queens,11101, QUEENS,98.0,80.0,82636,True,True,40.7485509,-73.94641399999999
Queens,11101, QUEENS,68.0,49.0,82636,False,False,40.7514381,-73.93685909999999
Queens,11101, LONG ISLAND CITY,62.0,51.0,82636,False,False,40.7512453,-73.93746949999999
Queens,11106, QUEENS,89.0,91.0,78526,True,True,40.7550475,-73.9269635
Staten Island,10314, STATEN ISLAND,98.0,98.0,107154,True,True,40.5819983,-74.1585856
Staten Island,10314, STATEN ISLAND,90.0,88.0,107154,True,True,40.5819983,-74.1585856
Staten Island,10301, STATEN ISLAND,91.0,62.0,82267,True,True,40.608634,-74.10509290000002
Staten Island,10306, STATEN ISLAND,91.0,79.0,96131,True,True,40.5695781,-74.1073767
Staten Island,10302, STATEN ISLAND,78.0,54.0,93750,False,False,40.634843,-74.142015
Staten Island,10301, STATEN ISLAND,67.0,43.0,82267,False,False,40.645186,-74.0816561
Staten Island,10312, STATEN ISLAND,80.0,56.0,113327,True,False,40.5281992,-74.19335219999999
Staten Island,10314, STATEN ISLAND,85.0,66.0,107154,True,True,40.5974853,-74.12491360000001
Staten Island,10301, STATEN ISLAND,84.0,70.0,82267,True,True,40.6430342,-74.0794093
Staten Island,10306, STATEN ISLAND,75.0,42.0,96131,False,False,40.5683398,-74.1170222
Brooklyn,11237, BROOKLYN,100.0,99.0,43640,True,True,40.6967365,-73.9120081
Brooklyn,11221, BROOKLYN,62.0,36.0,61331,False,False,40.69471679999999,-73.929277
Brooklyn,11237, BROOKLYN,59.0,53.0,43640,False,True,40.6967365,-73.9120081
Brooklyn,11237, BROOKLYN,69.0,31.0,43640,True,False,40.696,73.911
Brooklyn,11237, BROOKLYN,48.0,31.0,43640,False,False,40.697,73.913
Brooklyn,11221, BROOKLYN,94.0,74.0,61331,True,True,40.695,73.927
