DBN,School Name,Borough,zipcode,Primary_Address_Line_1,City,State_Code,highschool_graduation_rate,Borough_Highschool_graduation_rate,College Enrollment Rate,Borough College Enrollment Rate,has_data,Median income,IsExceedingBoroughHighSchoolGraduationRate,IsExceedingBoroughCollegeEnrollmentRate,Latitude,Longitude,Address
18K569,Kurt Hahn Expeditionary Learning School,Brooklyn,11203,5800 TILDEN AVENUE, BROOKLYN,NY,68.0,68,56.0,50,True,68184,False,True,40.6478943,-73.9228473,"5800 TILDEN AVENUE,  BROOKLYN, NY"
18K576,Victory Collegiate High School,Brooklyn,11236,6565 FLATLANDS AVENUE, BROOKLYN,NY,55.0,68,21.0,50,True,82853,False,False,40.6336811,-73.91751959999999,"6565 FLATLANDS AVENUE,  BROOKLYN, NY"
18K589,Arts & Media Preparatory Academy,Brooklyn,11203,905 WINTHROP STREET, BROOKLYN,NY,70.0,68,51.0,50,True,68184,True,True,40.6586846,-73.9286824,"905 WINTHROP STREET,  BROOKLYN, NY"
18K617,High School for Innovation in Advertising and Media,Brooklyn,11236,1600 ROCKAWAY PARKWAY, BROOKLYN,NY,61.0,68,37.0,50,True,82853,False,False,40.640443,-73.8987798,"1600 ROCKAWAY PARKWAY,  BROOKLYN, NY"
18K629,Cultural Academy for the Arts and Sciences,Brooklyn,11203,5800 TILDEN AVENUE, BROOKLYN,NY,90.0,68,60.0,50,True,68184,True,True,40.6478943,-73.9228473,"5800 TILDEN AVENUE,  BROOKLYN, NY"
18K633,High School for Medical Professions,Brooklyn,11236,1600 ROCKAWAY PARKWAY, BROOKLYN,NY,68.0,68,40.0,50,True,82853,False,False,40.640443,-73.8987798,"1600 ROCKAWAY PARKWAY,  BROOKLYN, NY"
18K637,Academy for Conservation and the Environment,Brooklyn,11236,6565 FLATLANDS AVENUE, BROOKLYN,NY,61.0,68,46.0,50,True,82853,False,False,40.6336811,-73.91751959999999,"6565 FLATLANDS AVENUE,  BROOKLYN, NY"
18K642,Urban Action Academy,Brooklyn,11236,1600 ROCKAWAY PARKWAY, BROOKLYN,NY,80.0,68,49.0,50,True,82853,True,False,40.640443,-73.8987798,"1600 ROCKAWAY PARKWAY,  BROOKLYN, NY"
19K404,Academy for Young Writers,Brooklyn,11208,1065 ELTON STREET, BROOKLYN,NY,93.0,68,62.0,50,True,50726,True,True,40.6572453,-73.8740662,"1065 ELTON STREET,  BROOKLYN, NY"
19K502,FDNY High School for Fire and Life Safety,Brooklyn,11207,400 PENNSYLVANIA AVENUE, BROOKLYN,NY,72.0,68,26.0,50,True,51643,True,False,40.6669551,-73.89494119999999,"400 PENNSYLVANIA AVENUE,  BROOKLYN, NY"
19K504,High School for Civil Rights,Brooklyn,11207,400 PENNSYLVANIA AVENUE, BROOKLYN,NY,52.0,68,25.0,50,True,51643,False,False,40.6669551,-73.89494119999999,"400 PENNSYLVANIA AVENUE,  BROOKLYN, NY"
19K507,Performing Arts and Technology High School,Brooklyn,11207,400 PENNSYLVANIA AVENUE, BROOKLYN,NY,71.0,68,34.0,50,True,51643,True,False,40.6669551,-73.89494119999999,"400 PENNSYLVANIA AVENUE,  BROOKLYN, NY"
19K510,World Academy for Total Community Health High School,Brooklyn,11207,400 PENNSYLVANIA AVENUE, BROOKLYN,NY,58.0,68,48.0,50,True,51643,False,False,40.6669551,-73.89494119999999,"400 PENNSYLVANIA AVENUE,  BROOKLYN, NY"
19K583,Multicultural High School,Brooklyn,11208,999 JAMAICA AVENUE, BROOKLYN,NY,44.0,68,18.0,50,True,50726,False,False,40.692915,-73.8690129,"999 JAMAICA AVENUE,  BROOKLYN, NY"
19K615,Transit Tech Career and Technical Education High School,Brooklyn,11208,1 WELLS STREET, BROOKLYN,NY,64.0,68,37.0,50,True,50726,False,False,40.6788665,-73.8753066,"1 WELLS STREET,  BROOKLYN, NY"
19K618,Academy of Innovative Technology,Brooklyn,11208,999 JAMAICA AVENUE, BROOKLYN,NY,67.0,68,48.0,50,True,50726,False,False,40.692915,-73.8690129,"999 JAMAICA AVENUE,  BROOKLYN, NY"
19K639,Brooklyn Lab School,Brooklyn,11208,999 JAMAICA AVENUE, BROOKLYN,NY,53.0,68,27.0,50,True,50726,False,False,40.692915,-73.8690129,"999 JAMAICA AVENUE,  BROOKLYN, NY"
19K659,Cypress Hills Collegiate Preparatory School,Brooklyn,11208,999 JAMAICA AVENUE, BROOKLYN,NY,50.0,68,31.0,50,True,50726,False,False,40.692915,-73.8690129,"999 JAMAICA AVENUE,  BROOKLYN, NY"
19K660,W. H. Maxwell Career and Technical Education High School,Brooklyn,11207,145 PENNSYLVANIA AVENUE, BROOKLYN,NY,50.0,68,26.0,50,True,51643,False,False,40.6738372,-73.8960768,"145 PENNSYLVANIA AVENUE,  BROOKLYN, NY"
19K683,"The School for Classics: An Academy of Thinkers, Writers and Performers",Brooklyn,11208,370 FOUNTAIN AVENUE, BROOKLYN,NY,84.0,68,39.0,50,True,50726,True,False,40.6698815,-73.87434189999999,"370 FOUNTAIN AVENUE,  BROOKLYN, NY"
20K445,New Utrecht High School,Brooklyn,11214,1601 80 STREET, BROOKLYN,NY,70.0,68,54.0,50,True,64478,True,True,40.6131868,-74.0023923,"1601 80 STREET,  BROOKLYN, NY"
20K485,High School of Telecommunication Arts and Technology,Brooklyn,11220,350 67 STREET, BROOKLYN,NY,87.0,68,70.0,50,True,47150,True,True,40.63679140000001,-74.0233105,"350 67 STREET,  BROOKLYN, NY"
20K490,Fort Hamilton High School,Brooklyn,11209,8301 SHORE ROAD, BROOKLYN,NY,68.0,68,58.0,50,True,101737,False,True,40.6272269,-74.03937599999999,"8301 SHORE ROAD,  BROOKLYN, NY"
20K505,Franklin Delano Roosevelt High School,Brooklyn,11204,5800 20 AVENUE, BROOKLYN,NY,58.0,68,49.0,50,True,58848,False,False,40.6215839,-73.98231419999999,"5800 20 AVENUE,  BROOKLYN, NY"
20K609,Urban Assembly School for Criminal Justice,Brooklyn,11204,4200 16 AVENUE, BROOKLYN,NY,95.0,68,50.0,50,True,58848,True,False,40.6349179,-73.9824083,"4200 16 AVENUE,  BROOKLYN, NY"
21K337,International High School at Lafayette,Brooklyn,11214,2630 BENSON AVENUE, BROOKLYN,NY,61.0,68,41.0,50,True,64478,False,False,40.5937576,-73.9863546,"2630 BENSON AVENUE,  BROOKLYN, NY"
21K344,Rachel Carson High School for Coastal Studies,Brooklyn,11224,521 WEST AVENUE, BROOKLYN,NY,70.0,68,61.0,50,True,43584,True,True,40.58270270000001,-73.9723072,"521 WEST AVENUE,  BROOKLYN, NY"
21K348,High School of Sports Management,Brooklyn,11214,2630 BENSON AVENUE, BROOKLYN,NY,83.0,68,40.0,50,True,64478,True,False,40.5937576,-73.9863546,"2630 BENSON AVENUE,  BROOKLYN, NY"
21K410,Abraham Lincoln High School,Brooklyn,11235,2800 OCEAN PARKWAY, BROOKLYN,NY,69.0,68,52.0,50,True,71542,True,True,40.5828631,-73.9682183,"2800 OCEAN PARKWAY,  BROOKLYN, NY"
21K468,Kingsborough Early College School,Brooklyn,11214,2630 BENSON AVENUE, BROOKLYN,NY,93.0,68,86.0,50,True,64478,True,True,40.5937576,-73.9863546,"2630 BENSON AVENUE,  BROOKLYN, NY"
21K525,Edward R. Murrow High School,Brooklyn,11230,1600 AVENUE L, BROOKLYN,NY,81.0,68,67.0,50,True,66240,True,True,40.6195422,-73.9589429,"1600 AVENUE L,  BROOKLYN, NY"
21K540,John Dewey High School,Brooklyn,11223,50 AVENUE X, BROOKLYN,NY,79.0,68,56.0,50,True,65254,True,True,40.5877456,-73.9813501,"50 AVENUE X,  BROOKLYN, NY"
21K559,Life Academy High School for Film and Music,Brooklyn,11214,2630 BENSON AVENUE, BROOKLYN,NY,92.0,68,40.0,50,True,64478,True,False,40.5937576,-73.9863546,"2630 BENSON AVENUE,  BROOKLYN, NY"
21K572,Expeditionary Learning School for Community Leaders,Brooklyn,11214,2630 BENSON AVENUE, BROOKLYN,NY,81.0,68,64.0,50,True,64478,True,True,40.5937576,-73.9863546,"2630 BENSON AVENUE,  BROOKLYN, NY"
21K620,William E. Grady Career and Technical Education High School,Brooklyn,11235,25 BRIGHTON 4TH ROAD, BROOKLYN,NY,57.0,68,27.0,50,True,71542,False,False,40.5829591,-73.96344289999999,"25 BRIGHTON 4TH ROAD,  BROOKLYN, NY"
21K690,Brooklyn Studio Secondary School,Brooklyn,11214,8310 21ST AVENUE, BROOKLYN,NY,78.0,68,55.0,50,True,64478,True,True,40.6048465,-73.9947464,"8310 21ST AVENUE,  BROOKLYN, NY"
22K405,Midwood High School,Brooklyn,11210,2839 BEDFORD AVENUE, BROOKLYN,NY,89.0,68,74.0,50,True,80453,True,True,40.6331465,-73.9523633,"2839 BEDFORD AVENUE,  BROOKLYN, NY"
22K425,James Madison High School,Brooklyn,11229,3787 BEDFORD AVENUE, BROOKLYN,NY,76.0,68,63.0,50,True,81481,True,True,40.6106252,-73.94737099999999,"3787 BEDFORD AVENUE,  BROOKLYN, NY"
22K535,Leon M. Goldstein High School for the Sciences,Brooklyn,11235,1830 SHORE BOULEVARD, BROOKLYN,NY,96.0,68,91.0,50,True,71542,True,True,40.5807237,-73.93502099999999,"1830 SHORE BOULEVARD,  BROOKLYN, NY"
22K555,Brooklyn College Academy,Brooklyn,11218,350 CONEY ISLAND AVENUE, BROOKLYN,NY,99.0,68,90.0,50,True,80422,True,True,40.6492022,-73.9718961,"350 CONEY ISLAND AVENUE,  BROOKLYN, NY"
23K493,Brooklyn Collegiate: A College Board School,Brooklyn,11233,2021 BERGEN STREET, BROOKLYN,NY,56.0,68,40.0,50,True,48545,False,False,40.67451399999999,-73.9132942,"2021 BERGEN STREET,  BROOKLYN, NY"
23K514,Frederick Douglass Academy VII High School,Brooklyn,11212,226 BRISTOL STREET, BROOKLYN,NY,53.0,68,37.0,50,True,41115,False,False,40.6654883,-73.91205409999999,"226 BRISTOL STREET,  BROOKLYN, NY"
23K697,Teachers Preparatory High School,Brooklyn,11212,226 BRISTOL STREET, BROOKLYN,NY,67.0,68,47.0,50,True,41115,False,False,40.6654883,-73.91205409999999,"226 BRISTOL STREET,  BROOKLYN, NY"
24Q264,Academy of Finance and Enterprise,Queens,11101,30-20 THOMSON AVENUE, QUEENS,NY,91.0,71,73.0,56,True,82636,True,True,40.7449019,-73.9368178,"30-20 THOMSON AVENUE,  QUEENS, NY"
24Q267,High School of Applied Communication,Queens,11101,30-20 THOMSON AVENUE, QUEENS,NY,70.0,71,52.0,56,True,82636,False,False,40.7449019,-73.9368178,"30-20 THOMSON AVENUE,  QUEENS, NY"
24Q293,Civic Leadership Academy,Queens,11373,45-10 94TH STREET, QUEENS,NY,80.0,71,81.0,56,True,58918,True,True,40.7434324,-73.8714707,"45-10 94TH STREET,  QUEENS, NY"
24Q296,Pan American International High School,Queens,11373,45-10 94TH STREET, QUEENS,NY,50.0,71,27.0,56,True,58918,False,False,40.7434324,-73.8714707,"45-10 94TH STREET,  QUEENS, NY"
24Q299,Bard High School Early College Queens,Queens,11101,30-20 THOMSON AVENUE, QUEENS,NY,99.0,71,86.0,56,True,82636,True,True,40.7449019,-73.9368178,"30-20 THOMSON AVENUE,  QUEENS, NY"
24Q455,Newtown High School,Queens,11373,48-01 90 STREET, QUEENS,NY,65.0,71,40.0,56,True,58918,False,False,40.7408346,-73.8739962,"48-01 90 STREET,  QUEENS, NY"
24Q485,Grover Cleveland High School,Queens,11385,21-27 HIMROD STREET, QUEENS,NY,58.0,71,38.0,56,True,76414,False,False,40.7116318,-73.9091661,"21-27 HIMROD STREET,  QUEENS, NY"
24Q520,Middle College High School at LaGuardia Community College,Queens,11101,45-35 VAN DAM STREET, QUEENS,NY,70.0,71,50.0,56,True,82636,False,False,40.7433295,-73.9333269,"45-35 VAN DAM STREET,  QUEENS, NY"
24Q530,International High School at LaGuardia Community College,Queens,11101,45-35 VAN DAM STREET, QUEENS,NY,82.0,71,64.0,56,True,82636,True,True,40.7433295,-73.9333269,"45-35 VAN DAM STREET,  QUEENS, NY"
24Q550,High School for Arts and Business,Queens,11368,105-25 HORACE HARDING EXPY N, QUEENS,NY,85.0,71,58.0,56,True,51779,True,True,40.7377781,-73.85339259999999,"105-25 HORACE HARDING EXPY N,  QUEENS, NY"
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",Queens,11101,47-07 30TH PLACE, QUEENS,NY,82.0,71,73.0,56,True,82636,True,True,40.7414459,-73.9369871,"47-07 30TH PLACE,  QUEENS, NY"
24Q600,Queens Vocational and Technical High School,Queens,11101,37-02 47 AVENUE, QUEENS,NY,80.0,71,62.0,56,True,82636,True,True,40.7419393,-73.9279577,"37-02 47 AVENUE,  QUEENS, NY"
24Q610,Aviation Career & Technical Education High School,Queens,11101,45-30 36 STREET, QUEENS,NY,94.0,71,82.0,56,True,82636,True,True,40.743581,-73.9292176,"45-30 36 STREET,  QUEENS, NY"
25Q252,"Queens School of Inquiry, The",Queens,11366,158-40 76 ROAD, QUEENS,NY,93.0,71,86.0,56,True,93913,True,True,40.724191,-73.80937,"158-40 76 ROAD,  QUEENS, NY"
25Q263,Flushing International High School,Queens,11355,144-80 BARCLAY AVENUE, QUEENS,NY,69.0,71,58.0,56,True,45619,False,True,40.7603435,-73.81790869999999,"144-80 BARCLAY AVENUE,  QUEENS, NY"
25Q281,East-West School of International Studies,Queens,11355,46-21 COLDEN STREET, QUEENS,NY,92.0,71,80.0,56,True,45619,True,True,40.749226,-73.82123109999999,"46-21 COLDEN STREET,  QUEENS, NY"
25Q285,World Journalism Preparatory: A College Board School,Queens,11358,34-65 192 STREET, QUEENS,NY,95.0,71,80.0,56,True,78357,True,True,40.7650434,-73.7896124,"34-65 192 STREET,  QUEENS, NY"
25Q425,John Bowne High School,Queens,11367,63-25 MAIN STREET, QUEENS,NY,66.0,71,51.0,56,True,72975,False,False,40.7383491,-73.82398640000001,"63-25 MAIN STREET,  QUEENS, NY"
25Q460,Flushing High School,Queens,11354,35-01 UNION STREET, QUEENS,NY,57.0,71,39.0,56,True,47405,False,False,40.76477140000001,-73.8263806,"35-01 UNION STREET,  QUEENS, NY"
25Q525,Townsend Harris High School,Queens,11367,149-11 MELBOURNE AVENUE, QUEENS,NY,100.0,71,100.0,56,True,72975,True,True,40.7351803,-73.8212289,"149-11 MELBOURNE AVENUE,  QUEENS, NY"
25Q670,Robert F. Kennedy Community High School,Queens,11366,75-40 PARSONS BOULEVARD, QUEENS,NY,82.0,71,65.0,56,True,93913,True,True,40.7253501,-73.8113254,"75-40 PARSONS BOULEVARD,  QUEENS, NY"
26Q415,Benjamin N. Cardozo High School,Queens,11364,57-00 223RD STREET, BAYSIDE,NY,84.0,71,76.0,56,True,98424,True,True,40.7516441,-73.756958,"57-00 223RD STREET,  BAYSIDE, NY"
26Q430,Francis Lewis High School,Queens,11365,58-20 UTOPIA PARKWAY, QUEENS,NY,86.0,71,74.0,56,True,75409,True,True,40.7404652,-73.79360919999999,"58-20 UTOPIA PARKWAY,  QUEENS, NY"
26Q435,Martin Van Buren High School,Queens,11427,230-17 HILLSIDE AVENUE, QUEENS,NY,54.0,71,45.0,56,True,96292,False,False,40.7336309,-73.7391435,"230-17 HILLSIDE AVENUE,  QUEENS, NY"
26Q495,Bayside High School,Queens,11361,32-24 CORPORAL KENNEDY STREET, QUEENS,NY,91.0,71,79.0,56,True,97203,True,True,40.771482,-73.78080709999999,"32-24 CORPORAL KENNEDY STREET,  QUEENS, NY"
26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",Queens,11426,74-20 COMMONWEALTH BLVD, QUEENS,NY,90.0,71,74.0,56,True,115136,True,True,40.7444247,-73.72893789999999,"74-20 COMMONWEALTH BLVD,  QUEENS, NY"
27Q260,Frederick Douglass Academy VI High School,Queens,11691,8-21 BAY 25 STREET, QUEENS,NY,59.0,71,38.0,56,True,61360,False,False,40.601532,-73.76397899999999,"8-21 BAY 25 STREET,  QUEENS, NY"
27Q262,Channel View School for Research,Queens,11694,100-00 BEACH CHANNEL DRIVE, QUEENS,NY,97.0,71,66.0,56,True,111046,True,True,40.5866656,-73.8234351,"100-00 BEACH CHANNEL DRIVE,  QUEENS, NY"
27Q302,"Queens High School for Information, Research, and Technology",Queens,11691,8-21 BAY 25 STREET, QUEENS,NY,72.0,71,28.0,56,True,61360,True,False,40.601532,-73.76397899999999,"8-21 BAY 25 STREET,  QUEENS, NY"
27Q308,Robert H. Goddard High School of Communication Arts and Technology,Queens,11417,138-30 LAFAYETTE STREET, QUEENS,NY,95.0,71,72.0,56,True,85046,True,True,40.671035,-73.8456739,"138-30 LAFAYETTE STREET,  QUEENS, NY"
27Q309,Academy of Medical Technology: A College Board School,Queens,11691,8-21 BAY 25 STREET, QUEENS,NY,59.0,71,55.0,56,True,61360,False,False,40.601532,-73.76397899999999,"8-21 BAY 25 STREET,  QUEENS, NY"
27Q323,Scholars' Academy,Queens,11694,320 BEACH 104TH STREET, QUEENS,NY,100.0,71,98.0,56,True,111046,True,True,40.5842722,-73.8250892,"320 BEACH 104TH STREET,  QUEENS, NY"
27Q324,Rockaway Park High School for Environmental Sustainability,Queens,11694,100-00 BEACH CHANNEL DRIVE, QUEENS,NY,57.0,71,50.0,56,True,111046,False,False,40.5866656,-73.8234351,"100-00 BEACH CHANNEL DRIVE,  QUEENS, NY"
27Q400,August Martin High School,Queens,11434,156-10 BAISLEY BOULEVARD, QUEENS,NY,40.0,71,24.0,56,True,81641,False,False,40.6751577,-73.7832722,"156-10 BAISLEY BOULEVARD,  QUEENS, NY"
27Q475,Richmond Hill High School,Queens,11418,89-30 114 STREET, QUEENS,NY,52.0,71,36.0,56,True,72047,False,False,40.6949961,-73.8339115,"89-30 114 STREET,  QUEENS, NY"
27Q480,John Adams High School,Queens,11417,101-01 ROCKAWAY BOULEVARD, QUEENS,NY,55.0,71,34.0,56,True,85046,False,False,40.6786025,-73.8369699,"101-01 ROCKAWAY BOULEVARD,  QUEENS, NY"
27Q650,"High School for Construction Trades, Engineering and Architecture",Queens,11416,94-06 104TH STREET, QUEENS,NY,95.0,71,74.0,56,True,75471,True,True,40.6892738,-73.8412316,"94-06 104TH STREET,  QUEENS, NY"
28Q284,York Early College Academy,Queens,11433,108-35 167 STREET, QUEENS,NY,96.0,71,86.0,56,True,65591,True,True,40.697147,-73.7864872,"108-35 167 STREET,  QUEENS, NY"
28Q310,Queens Collegiate: A College Board School,Queens,11432,167-01 GOTHIC DRIVE, JAMAICA,NY,80.0,71,68.0,56,True,67198,True,True,40.71443319999999,-73.79825240000001,"167-01 GOTHIC DRIVE,  JAMAICA, NY"
28Q325,Hillside Arts & Letters Academy,Queens,11432,167-01 GOTHIC DRIVE, JAMAICA,NY,83.0,71,50.0,56,True,67198,True,False,40.71443319999999,-73.79825240000001,"167-01 GOTHIC DRIVE,  JAMAICA, NY"
28Q328,High School for Community Leadership,Queens,11432,167-01 GOTHIC DRIVE, JAMAICA,NY,82.0,71,50.0,56,True,67198,True,False,40.71443319999999,-73.79825240000001,"167-01 GOTHIC DRIVE,  JAMAICA, NY"
28Q350,Jamaica Gateway to the Sciences,Queens,11432,167-01 GOTHIC DRIVE, JAMAICA,NY,82.0,71,78.0,56,True,67198,True,True,40.71443319999999,-73.79825240000001,"167-01 GOTHIC DRIVE,  JAMAICA, NY"
28Q440,Forest Hills High School,Queens,11375,67-01 110 STREET, QUEENS,NY,84.0,71,72.0,56,True,109994,True,True,40.7298471,-73.8446293,"67-01 110 STREET,  QUEENS, NY"
28Q505,Hillcrest High School,Queens,11432,160-05 HIGHLAND AVENUE, QUEENS,NY,74.0,71,60.0,56,True,67198,True,True,40.7095227,-73.80247159999999,"160-05 HIGHLAND AVENUE,  QUEENS, NY"
28Q620,Thomas A. Edison Career and Technical Education High School,Queens,11432,165-65 84 AVENUE, QUEENS,NY,88.0,71,67.0,56,True,67198,True,True,40.7162107,-73.7988039,"165-65 84 AVENUE,  QUEENS, NY"
28Q680,Queens Gateway to Health Sciences Secondary School,Queens,11432,160-20 GOETHALS AVENUE, QUEENS,NY,95.0,71,91.0,56,True,67198,True,True,40.7184754,-73.8059729,"160-20 GOETHALS AVENUE,  QUEENS, NY"
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,Queens,11375,91-30 METROPOLITAN AVENUE, QUEENS,NY,89.0,71,50.0,56,True,109994,True,False,40.7088482,-73.8558219,"91-30 METROPOLITAN AVENUE,  QUEENS, NY"
28Q687,Queens High School for the Sciences at York College,Queens,11433,94-50 159 STREET, QUEENS,NY,100.0,71,89.0,56,True,65591,True,True,40.7009286,-73.7983153,"94-50 159 STREET,  QUEENS, NY"
28Q690,High School for Law Enforcement and Public Safety,Queens,11434,116-25 GUY R BREWER BOULEVARD, QUEENS,NY,74.0,71,50.0,56,True,81641,True,False,40.685904,-73.78335919999999,"116-25 GUY R BREWER BOULEVARD,  QUEENS, NY"
28Q896,"Young Women's Leadership School, Queens",Queens,11432,150-91 87 ROAD, QUEENS,NY,85.0,71,79.0,56,True,67198,True,True,40.7084525,-73.8041807,"150-91 87 ROAD,  QUEENS, NY"
29Q243,Institute for Health Professions at Cambria Heights,Queens,11411,207- 01 116TH AVENUE, QUEENS,NY,68.0,68,38.0,50,True,113769,False,False,40.6983284,-73.7461497,"207- 01 116TH AVENUE,  QUEENS, NY"
29Q259,Pathways College Preparatory School: A College Board School,Queens,11412,109-89 204 STREET, QUEENS,NY,66.0,71,32.0,56,True,94103,False,False,40.7057537,-73.7527082,"109-89 204 STREET,  QUEENS, NY"
29Q265,Excelsior Preparatory High School,Queens,11413,143-10 SPRINGFIELD BOULEVARD, QUEENS,NY,81.0,71,59.0,56,True,99229,True,True,40.6675872,-73.75817420000001,"143-10 SPRINGFIELD BOULEVARD,  QUEENS, NY"
29Q272,George Washington Carver High School for the Sciences,Queens,11413,143-10 SPRINGFIELD BOULEVARD, QUEENS,NY,85.0,71,49.0,56,True,99229,True,False,40.6675872,-73.75817420000001,"143-10 SPRINGFIELD BOULEVARD,  QUEENS, NY"
29Q283,Preparatory Academy for Writers: A College Board School,Queens,11413,143-10 SPRINGFIELD BOULEVARD, QUEENS,NY,84.0,71,56.0,56,True,99229,True,False,40.6675872,-73.75817420000001,"143-10 SPRINGFIELD BOULEVARD,  QUEENS, NY"
29Q313,Benjamin Franklin High School for Finance & Information Technology,Queens,11411,207- 01 116TH AVENUE, QUEENS,NY,81.0,71,54.0,56,True,113769,True,False,40.6983284,-73.7461497,"207- 01 116TH AVENUE,  QUEENS, NY"
29Q327,Eagle Academy for Young Men III,Queens,11434,171-10 LINDEN BOULEVARD, QUEENS,NY,80.0,71,50.0,56,True,81641,True,False,40.691249,-73.7784977,"171-10 LINDEN BOULEVARD,  QUEENS, NY"
29Q498,Humanities & Arts Magnet High School,Queens,11411,207- 01 116TH AVENUE, QUEENS,NY,66.0,71,50.0,56,True,113769,False,False,40.6983284,-73.7461497,"207- 01 116TH AVENUE,  QUEENS, NY"
30Q258,Energy Tech High School,Queens,11106,36-41 28 STREET, QUEENS,NY,78.0,71,49.0,56,True,78526,True,False,40.75647,-73.9326361,"36-41 28 STREET,  QUEENS, NY"
30Q301,Academy for Careers in Television and Film,Queens,11101,1-50 51ST AVENUE, QUEENS,NY,94.0,71,90.0,56,True,82636,True,True,40.7435115,-73.9590975,"1-50 51ST AVENUE,  QUEENS, NY"
30Q445,William Cullen Bryant High School,Queens,11103,48-10 31 AVENUE, QUEENS,NY,96.0,71,76.0,56,True,81250,True,True,40.7576896,-73.91037779999999,"48-10 31 AVENUE,  QUEENS, NY"
30Q450,Long Island City High School,Queens,11106,14-30 BROADWAY, QUEENS,NY,69.0,71,46.0,56,True,78526,False,False,40.7654697,-73.93305289999999,"14-30 BROADWAY,  QUEENS, NY"
30Q501,Frank Sinatra School of the Arts High School,Queens,11106,35-12 35TH AVENUE, QUEENS,NY,63.0,71,43.0,56,True,78526,False,False,40.756089,-73.9251031,"35-12 35TH AVENUE,  QUEENS, NY"
30Q502,Information Technology High School,Queens,11101,21-16 44TH ROAD, QUEENS,NY,98.0,71,80.0,56,True,82636,True,True,40.7485509,-73.94641399999999,"21-16 44TH ROAD,  QUEENS, NY"
30Q555,Newcomers High School,Queens,11101,28-01 41 AVENUE, QUEENS,NY,68.0,71,49.0,56,True,82636,False,False,40.7514381,-73.93685909999999,"28-01 41 AVENUE,  QUEENS, NY"
30Q575,Academy of American Studies,Queens,11101,28-04 41 AVENUE, LONG ISLAND CITY,NY,62.0,71,51.0,56,True,82636,False,False,40.7512453,-73.93746949999999,"28-04 41 AVENUE,  LONG ISLAND CITY, NY"
30Q580,Baccalaureate School for Global Education,Queens,11106,34-12 36 AVENUE, QUEENS,NY,89.0,71,91.0,56,True,78526,True,True,40.7550475,-73.9269635,"34-12 36 AVENUE,  QUEENS, NY"
31R047,CSI High School for International Studies,Staten Island,10314,100 ESSEX DRIVE, STATEN ISLAND,NY,98.0,71,98.0,56,True,107154,True,True,40.5819983,-74.1585856,"100 ESSEX DRIVE,  STATEN ISLAND, NY"
31R064,Gaynor McCown Expeditionary Learning School,Staten Island,10314,100 ESSEX DRIVE, STATEN ISLAND,NY,90.0,78,88.0,60,True,107154,True,True,40.5819983,-74.1585856,"100 ESSEX DRIVE,  STATEN ISLAND, NY"
31R080,The Michael J. Petrides School,Staten Island,10301,715 OCEAN TERRACE, STATEN ISLAND,NY,91.0,78,62.0,60,True,82267,True,True,40.608634,-74.10509290000002,"715 OCEAN TERRACE,  STATEN ISLAND, NY"
31R440,New Dorp High School,Staten Island,10306,465 NEW DORP LANE, STATEN ISLAND,NY,91.0,78,79.0,60,True,96131,True,True,40.5695781,-74.1073767,"465 NEW DORP LANE,  STATEN ISLAND, NY"
31R445,Port Richmond High School,Staten Island,10302,85 ST JOSEPHS AVENUE, STATEN ISLAND,NY,78.0,78,54.0,60,True,93750,False,False,40.634843,-74.142015,"85 ST JOSEPHS AVENUE,  STATEN ISLAND, NY"
31R450,Curtis High School,Staten Island,10301,105 HAMILTON AVENUE, STATEN ISLAND,NY,67.0,78,43.0,60,True,82267,False,False,40.645186,-74.0816561,"105 HAMILTON AVENUE,  STATEN ISLAND, NY"
31R455,Tottenville High School,Staten Island,10312,100 LUTEN AVENUE, STATEN ISLAND,NY,80.0,78,56.0,60,True,113327,True,False,40.5281992,-74.19335219999999,"100 LUTEN AVENUE,  STATEN ISLAND, NY"
31R460,Susan E. Wagner High School,Staten Island,10314,1200 MANOR ROAD, STATEN ISLAND,NY,85.0,78,66.0,60,True,107154,True,True,40.5974853,-74.12491360000001,"1200 MANOR ROAD,  STATEN ISLAND, NY"
31R600,Ralph R. McKee Career and Technical Education High School,Staten Island,10301,290 ST MARKS PLACE, STATEN ISLAND,NY,84.0,78,70.0,60,True,82267,True,True,40.6430342,-74.0794093,"290 ST MARKS PLACE,  STATEN ISLAND, NY"
31R605,Staten Island Technical High School,Staten Island,10306,485 CLAWSON STREET, STATEN ISLAND,NY,75.0,78,42.0,60,True,96131,False,False,40.5683398,-74.1170222,"485 CLAWSON STREET,  STATEN ISLAND, NY"
32K168,The Brooklyn School for Math and Research,Brooklyn,11237,400 IRVING AVENUE, BROOKLYN,NY,100.0,78,99.0,60,True,43640,True,True,40.6967365,-73.9120081,"400 IRVING AVENUE,  BROOKLYN, NY"
32K545,EBC High School for Public Service - Bushwick,Brooklyn,11221,1155 DEKALB AVENUE, BROOKLYN,NY,62.0,68,36.0,50,True,61331,False,False,40.69471679999999,-73.929277,"1155 DEKALB AVENUE,  BROOKLYN, NY"
32K549,Bushwick School for Social Justice,Brooklyn,11237,400 IRVING AVENUE, BROOKLYN,NY,59.0,68,53.0,50,True,43640,False,True,40.6967365,-73.9120081,"400 IRVING AVENUE,  BROOKLYN, NY"
