DBN,School Name,Borough,zipcode,Primary_Address_Line_1,City,State_Code,highschool_graduation_rate,Borough_Highschool_graduation_rate,College Enrollment Rate,Borough College Enrollment Rate,has_data,Median income,IsExceedingBoroughHighSchoolGraduationRate,IsExceedingBoroughCollegeEnrollmentRate,Latitude,Longitude,Address
09X297,Morris Academy for Collaborative Studies,Bronx,10456,1110 BOSTON ROAD, BRONX,NY,59.0,59,39.0,41,True,35269,False,False,40.8273033,-73.9045097,"1110 BOSTON ROAD,  BRONX, NY"
09X324,Bronx Early College Academy for Teaching & Learning,Bronx,10456,250 EAST 164 STREET, BRONX,NY,88.0,59,68.0,41,True,35269,True,True,40.8280778,-73.91751959999999,"250 EAST 164 STREET,  BRONX, NY"
09X329,DreamYard Preparatory School,Bronx,10457,240 EAST 172 STREET, BRONX,NY,44.0,59,24.0,41,True,38096,False,False,40.8398672,-73.9111588,"240 EAST 172 STREET,  BRONX, NY"
09X365,Academy for Language and Technology,Bronx,10453,1700 MACOMBS ROAD, BRONX,NY,91.0,59,60.0,41,True,33760,True,True,40.8494924,-73.9156962,"1700 MACOMBS ROAD,  BRONX, NY"
09X403,Bronx International High School,Bronx,10456,1110 BOSTON ROAD, BRONX,NY,68.0,59,33.0,41,True,35269,True,False,40.8273033,-73.9045097,"1110 BOSTON ROAD,  BRONX, NY"
09X404,School for Excellence,Bronx,10456,1110 BOSTON ROAD, BRONX,NY,50.0,59,40.0,41,True,35269,False,False,40.8273033,-73.9045097,"1110 BOSTON ROAD,  BRONX, NY"
09X412,Bronx High School of Business,Bronx,10457,240 EAST 172 STREET, BRONX,NY,45.0,59,23.0,41,True,38096,False,False,40.8398672,-73.9111588,"240 EAST 172 STREET,  BRONX, NY"
09X413,Bronx High School for Medical Science,Bronx,10457,240 EAST 172 STREET, BRONX,NY,83.0,59,69.0,41,True,38096,True,True,40.8398672,-73.9111588,"240 EAST 172 STREET,  BRONX, NY"
09X505,"Bronx School for Law, Government and Justice",Bronx,10451,244 EAST 163 STREET, BRONX,NY,77.0,59,70.0,41,True,37332,True,True,40.827572,-73.9189269,"244 EAST 163 STREET,  BRONX, NY"
09X517,Frederick Douglass Academy III Secondary School,Bronx,10456,3630 THIRD AVENUE, BRONX,NY,72.0,59,32.0,41,True,35269,True,False,40.8338446,-73.9039243,"3630 THIRD AVENUE,  BRONX, NY"
09X525,Bronx Leadership Academy High School,Bronx,10457,1710 WEBSTER AVENUE, BRONX,NY,61.0,59,37.0,41,True,38096,True,False,40.8434287,-73.90310939999999,"1710 WEBSTER AVENUE,  BRONX, NY"
09X543,High School for Violin and Dance,Bronx,10456,1110 BOSTON ROAD, BRONX,NY,62.0,59,30.0,41,True,35269,True,False,40.8273033,-73.9045097,"1110 BOSTON ROAD,  BRONX, NY"
09X568,Young Women's Leadership School of the Bronx,Bronx,10453,1865 MORRIS AVENUE, BRONX,NY,83.0,59,61.0,41,True,33760,True,True,40.8485793,-73.90874579999999,"1865 MORRIS AVENUE,  BRONX, NY"
10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Bronx,10463,660 WEST 237 STREET, BRONX,NY,60.0,59,50.0,41,True,66470,True,True,40.8877008,-73.91360499999999,"660 WEST 237 STREET,  BRONX, NY"
10X213,Bronx Engineering and Technology Academy,Bronx,10463,99 TERRACE VIEW AVENUE, BRONX,NY,76.0,59,72.0,41,True,66470,True,True,40.8771416,-73.91268389999999,"99 TERRACE VIEW AVENUE,  BRONX, NY"
10X225,Theatre Arts Production Company School,Bronx,10457,2225 WEBSTER AVENUE, BRONX,NY,68.0,59,53.0,41,True,38096,True,True,40.8546548,-73.8970362,"2225 WEBSTER AVENUE,  BRONX, NY"
10X237,"The Marie Curie School for Medicine, Nursing, and Health Professions",Bronx,10463,120 WEST 231 STREET, BRONX,NY,65.0,59,40.0,41,True,66470,True,False,40.8756546,-73.90162769999999,"120 WEST 231 STREET,  BRONX, NY"
10X264,Bronx Academy for Software Engineering (BASE),Bronx,10458,2474 CROTONA AVENUE, BRONX,NY,57.0,59,40.0,41,True,38624,False,False,40.8554112,-73.8824863,"2474 CROTONA AVENUE,  BRONX, NY"
10X268,Kingsbridge International High School,Bronx,10468,2780 RESERVOIR AVENUE, BRONX,NY,65.0,59,47.0,41,True,41488,True,True,40.8704171,-73.8969711,"2780 RESERVOIR AVENUE,  BRONX, NY"
10X284,Bronx School of Law and Finance,Bronx,10463,99 TERRACE VIEW AVENUE, BRONX,NY,61.0,59,37.0,41,True,66470,True,False,40.8771416,-73.91268389999999,"99 TERRACE VIEW AVENUE,  BRONX, NY"
10X353,World View High School,Bronx,10468,100 WEST MOSHOLU PARKWAY SOUTH, BRONX,NY,90.0,59,58.0,41,True,41488,True,True,40.8812165,-73.8875851,"100 WEST MOSHOLU PARKWAY SOUTH,  BRONX, NY"
10X368,In-Tech Academy (M.S. / High School 368),Bronx,10463,2975 TIBBETT AVENUE, BRONX,NY,83.0,59,63.0,41,True,66470,True,True,40.8790763,-73.91129529999999,"2975 TIBBETT AVENUE,  BRONX, NY"
10X374,Knowledge and Power Preparatory Academy International High School (Kappa),Bronx,10458,500 EAST FORDHAM ROAD, BRONX,NY,72.0,59,39.0,41,True,38624,True,False,40.8594021,-73.88867429999999,"500 EAST FORDHAM ROAD,  BRONX, NY"
10X433,High School for Teaching and the Professions,Bronx,10468,2780 RESERVOIR AVENUE, BRONX,NY,70.0,59,48.0,41,True,41488,True,True,40.8704171,-73.8969711,"2780 RESERVOIR AVENUE,  BRONX, NY"
10X434,Belmont Preparatory High School,Bronx,10458,500 EAST FORDHAM ROAD, BRONX,NY,77.0,59,44.0,41,True,38624,True,True,40.8594021,-73.88867429999999,"500 EAST FORDHAM ROAD,  BRONX, NY"
10X437,Fordham High School for the Arts,Bronx,10458,500 EAST FORDHAM ROAD, BRONX,NY,40.0,59,22.0,41,True,38624,False,False,40.8594021,-73.88867429999999,"500 EAST FORDHAM ROAD,  BRONX, NY"
10X438,Fordham Leadership Academy for Business and Technology,Bronx,10458,500 EAST FORDHAM ROAD, BRONX,NY,75.0,59,41.0,41,True,38624,True,False,40.8594021,-73.88867429999999,"500 EAST FORDHAM ROAD,  BRONX, NY"
10X439,Bronx High School for Law and Community Service,Bronx,10458,500 EAST FORDHAM ROAD, BRONX,NY,45.0,59,39.0,41,True,38624,False,False,40.8594021,-73.88867429999999,"500 EAST FORDHAM ROAD,  BRONX, NY"
10X440,DeWitt Clinton High School,Bronx,10468,100 WEST MOSHOLU PARKWAY SOUTH, BRONX,NY,89.0,59,62.0,41,True,41488,True,True,40.8812165,-73.8875851,"100 WEST MOSHOLU PARKWAY SOUTH,  BRONX, NY"
10X442,"Celia Cruz Bronx High School of Music, The",Bronx,10468,2780 RESERVOIR AVENUE, BRONX,NY,100.0,59,96.0,41,True,41488,True,True,40.8704171,-73.8969711,"2780 RESERVOIR AVENUE,  BRONX, NY"
10X445,Bronx High School of Science,Bronx,10468,75 WEST 205 STREET, BRONX,NY,91.0,59,76.0,41,True,41488,True,True,40.8785082,-73.8908792,"75 WEST 205 STREET,  BRONX, NY"
10X524,Crotona International High School,Bronx,10458,2474 CROTONA AVENUE, BRONX,NY,71.0,59,54.0,41,True,38624,True,True,40.8554112,-73.8824863,"2474 CROTONA AVENUE,  BRONX, NY"
10X546,Bronx Theatre High School,Bronx,10463,99 TERRACE VIEW AVENUE, BRONX,NY,63.0,59,29.0,41,True,66470,True,False,40.8771416,-73.91268389999999,"99 TERRACE VIEW AVENUE,  BRONX, NY"
10X565,High School for Energy and Technology,Bronx,10458,2474 CROTONA AVENUE, BRONX,NY,100.0,59,99.0,41,True,38624,True,True,40.8554112,-73.8824863,"2474 CROTONA AVENUE,  BRONX, NY"
10X696,High School of American Studies at Lehman College,Bronx,10468,2925 GOULDEN AVENUE, BRONX,NY,97.0,59,67.0,41,True,41488,True,True,40.8746754,-73.8950672,"2925 GOULDEN AVENUE,  BRONX, NY"
11X249,Bronx Health Sciences High School,Bronx,10475,750 BAYCHESTER AVENUE, BRONX,NY,62.0,59,18.0,41,True,67383,True,False,40.8748243,-73.8323492,"750 BAYCHESTER AVENUE,  BRONX, NY"
11X253,Bronx High School for Writing and Communication Arts,Bronx,10467,800 EAST GUN HILL ROAD, BRONX,NY,69.0,59,41.0,41,True,46530,True,False,40.8751267,-73.8617246,"800 EAST GUN HILL ROAD,  BRONX, NY"
11X265,Bronx Lab School,Bronx,10467,800 EAST GUN HILL ROAD, BRONX,NY,68.0,59,43.0,41,True,46530,True,True,40.8751267,-73.8617246,"800 EAST GUN HILL ROAD,  BRONX, NY"
11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Bronx,10466,921 EAST 228TH STREET, BRONX,NY,85.0,59,53.0,41,True,67912,True,True,40.8880644,-73.8527494,"921 EAST 228TH STREET,  BRONX, NY"
11X275,High School of Computers and Technology,Bronx,10467,800 EAST GUN HILL ROAD, BRONX,NY,82.0,59,72.0,41,True,46530,True,True,40.8751267,-73.8617246,"800 EAST GUN HILL ROAD,  BRONX, NY"
11X288,Collegiate Institute for Math and Science,Bronx,10469,925 ASTOR AVENUE, BRONX,NY,70.0,59,62.0,41,True,73973,True,True,40.8602833,-73.8603759,"925 ASTOR AVENUE,  BRONX, NY"
11X290,Bronx Academy of Health Careers,Bronx,10467,800 EAST GUN HILL ROAD, BRONX,NY,65.0,59,49.0,41,True,46530,True,True,40.8751267,-73.8617246,"800 EAST GUN HILL ROAD,  BRONX, NY"
11X299,Astor Collegiate Academy,Bronx,10469,925 ASTOR AVENUE, BRONX,NY,57.0,59,34.0,41,True,73973,False,False,40.8602833,-73.8603759,"925 ASTOR AVENUE,  BRONX, NY"
11X418,Bronx High School for the Visual Arts,Bronx,10462,2040 ANTIN PL, BRONX,NY,66.0,59,34.0,41,True,59538,True,False,40.8517412,-73.8644982,"2040 ANTIN PL,  BRONX, NY"
11X509,High School of Language and Innovation,Bronx,10469,925 ASTOR AVENUE, BRONX,NY,75.0,59,72.0,41,True,73973,True,True,40.8602833,-73.8603759,"925 ASTOR AVENUE,  BRONX, NY"
11X513,New World High School,Bronx,10466,921 EAST 228TH STREET, BRONX,NY,72.0,59,34.0,41,True,67912,True,False,40.8880644,-73.8527494,"921 EAST 228TH STREET,  BRONX, NY"
11X514,The Bronxwood Preparatory Academy,Bronx,10466,921 EAST 228TH STREET, BRONX,NY,89.0,59,79.0,41,True,67912,True,True,40.8880644,-73.8527494,"921 EAST 228TH STREET,  BRONX, NY"
11X542,Pelham Preparatory Academy,Bronx,10469,925 ASTOR AVENUE, BRONX,NY,73.0,59,31.0,41,True,73973,True,False,40.8602833,-73.8603759,"925 ASTOR AVENUE,  BRONX, NY"
11X544,High School for Contemporary Arts,Bronx,10467,800 EAST GUN HILL ROAD, BRONX,NY,59.0,59,36.0,41,True,46530,False,False,40.8751267,-73.8617246,"800 EAST GUN HILL ROAD,  BRONX, NY"
11X545,Bronx Aerospace High School,Bronx,10467,800 EAST GUN HILL ROAD, BRONX,NY,80.0,59,50.0,41,True,46530,True,True,40.8751267,-73.8617246,"800 EAST GUN HILL ROAD,  BRONX, NY"
12X242,Mott Hall V,Bronx,10472,1551 EAST 172ND STREET, BRONX,NY,63.0,59,59.0,41,True,38655,True,True,40.8316935,-73.8774638,"1551 EAST 172ND STREET,  BRONX, NY"
12X248,"Metropolitan High School, The",Bronx,10459,1180 REV. J.A. POLITE AVE., BRONX,NY,65.0,59,35.0,41,True,35536,True,False,40.82773299999999,-73.897018,"1180 REV. J.A. POLITE AVE.,  BRONX, NY"
12X251,Explorations Academy,Bronx,10460,1619 BOSTON ROAD, BRONX,NY,89.0,59,43.0,41,True,33282,True,True,40.8363157,-73.8907414,"1619 BOSTON ROAD,  BRONX, NY"
12X267,Bronx Latin,Bronx,10456,800 HOME STREET, BRONX,NY,80.0,59,45.0,41,True,35269,True,True,40.8273875,-73.9008013,"800 HOME STREET,  BRONX, NY"
12X271,East Bronx Academy for the Future,Bronx,10460,1716 SOUTHERN BOULEVARD, BRONX,NY,33.0,59,17.0,41,True,33282,False,False,40.8368071,-73.8877096,"1716 SOUTHERN BOULEVARD,  BRONX, NY"
12X278,Peace and Diversity Academy,Bronx,10459,1180 REV. J.A. POLITE AVE., BRONX,NY,64.0,68,33.0,50,True,35536,False,False,40.82773299999999,-73.897018,"1180 REV. J.A. POLITE AVE.,  BRONX, NY"
12X372,Urban Assembly School for Wildlife Conservation,Bronx,10460,2024 MOHEGAN AVENUE, BRONX,NY,66.0,59,50.0,41,True,33282,True,True,40.8437949,-73.88451529999999,"2024 MOHEGAN AVENUE,  BRONX, NY"
12X388,Pan American International High School at Monroe,Bronx,10472,1300 BOYNTON AVENUE, BRONX,NY,76.0,59,39.0,41,True,38655,True,False,40.8321027,-73.87844580000001,"1300 BOYNTON AVENUE,  BRONX, NY"
12X478,THE CINEMA SCHOOL,Bronx,10472,1551 EAST 172ND STREET, BRONX,NY,90.0,59,68.0,41,True,38655,True,True,40.8316935,-73.8774638,"1551 EAST 172ND STREET,  BRONX, NY"
12X479,Bronx Career and College Preparatory High School,Bronx,10456,800 HOME STREET, BRONX,NY,46.0,59,46.0,41,True,35269,False,True,40.8273875,-73.9008013,"800 HOME STREET,  BRONX, NY"
12X521,The Metropolitan Soundview High School,Bronx,10472,1300 BOYNTON AVENUE, BRONX,NY,63.0,59,25.0,41,True,38655,True,False,40.8321027,-73.87844580000001,"1300 BOYNTON AVENUE,  BRONX, NY"
12X550,High School of World Cultures,Bronx,10472,1300 BOYNTON AVENUE, BRONX,NY,66.0,59,41.0,41,True,38655,True,False,40.8321027,-73.87844580000001,"1300 BOYNTON AVENUE,  BRONX, NY"
12X682,Fannie Lou Hamer Freedom High School,Bronx,10460,1021 JENNINGS STREET, BRONX,NY,62.0,59,41.0,41,True,33282,True,False,40.8311242,-73.88568839999999,"1021 JENNINGS STREET,  BRONX, NY"
12X684,Wings Academy,Bronx,10460,1122 EAST 180 STREET, BRONX,NY,44.0,59,28.0,41,True,33282,False,False,40.8413652,-73.8752636,"1122 EAST 180 STREET,  BRONX, NY"
12X692,Monroe Academy for Visual Arts & Design,Bronx,10472,1300 BOYNTON AVENUE, BRONX,NY,66.0,68,36.0,50,True,38655,False,False,40.8321027,-73.87844580000001,"1300 BOYNTON AVENUE,  BRONX, NY"
13K265,Dr. Susan S. McKinney Secondary School of the Arts,Brooklyn,11205,101 PARK AVENUE, BROOKLYN,NY,60.0,68,32.0,50,True,60319,False,False,40.6967968,-73.9760706,"101 PARK AVENUE,  BROOKLYN, NY"
13K350,Urban Assembly High School of Music and Art,Brooklyn,11201,49 FLATBUSH AVENUE EXTENSION, BROOKLYN,NY,78.0,68,46.0,50,True,176004,True,False,40.6973489,-73.98474759999999,"49 FLATBUSH AVENUE EXTENSION,  BROOKLYN, NY"
13K412,"Brooklyn Community High School of Communication, Arts and Media",Brooklyn,11205,300 WILLOUGHBY AVENUE, BROOKLYN,NY,71.0,68,44.0,50,True,60319,True,False,40.6917732,-73.9584849,"300 WILLOUGHBY AVENUE,  BROOKLYN, NY"
13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",Brooklyn,11201,49 FLATBUSH AVENUE EXTENSION, BROOKLYN,NY,98.0,68,91.0,50,True,176004,True,True,40.6973489,-73.98474759999999,"49 FLATBUSH AVENUE EXTENSION,  BROOKLYN, NY"
13K430,Brooklyn Technical High School,Brooklyn,11217,29 FT GREENE PLACE, BROOKLYN,NY,89.0,68,63.0,50,True,145365,True,True,40.6889184,-73.97648699999999,"29 FT GREENE PLACE,  BROOKLYN, NY"
13K439,Brooklyn International High School,Brooklyn,11201,49 FLATBUSH AVENUE EXTENSION, BROOKLYN,NY,88.0,68,82.0,50,True,176004,True,True,40.6973489,-73.98474759999999,"49 FLATBUSH AVENUE EXTENSION,  BROOKLYN, NY"
13K483,The Urban Assembly School for Law and Justice,Brooklyn,11201,283 ADAMS STREET, BROOKLYN,NY,67.0,68,62.0,50,True,176004,False,True,40.6946321,-73.9884265,"283 ADAMS STREET,  BROOKLYN, NY"
13K499,ACORN Community High School,Brooklyn,11238,561 GRAND AVENUE, BROOKLYN,NY,91.0,68,71.0,50,True,118291,True,True,40.6785204,-73.9617427,"561 GRAND AVENUE,  BROOKLYN, NY"
13K527,Urban Assembly Institute of Math and Science for Young Women,Brooklyn,11201,283 ADAMS STREET, BROOKLYN,NY,98.0,68,79.0,50,True,176004,True,True,40.6946321,-73.9884265,"283 ADAMS STREET,  BROOKLYN, NY"
13K595,Bedford Academy High School,Brooklyn,11216,1119 BEDFORD AVENUE, BROOKLYN,NY,79.0,68,35.0,50,True,79242,True,False,40.6855293,-73.9540295,"1119 BEDFORD AVENUE,  BROOKLYN, NY"
13K605,George Westinghouse Career and Technical Education High School,Brooklyn,11201,105 TECH PLACE, BROOKLYN,NY,95.0,68,79.0,50,True,176004,True,True,40.6955452,-73.985323,"105 TECH PLACE,  BROOKLYN, NY"
13K670,Benjamin Banneker Academy,Brooklyn,11205,71-77 CLINTON AVENUE, BROOKLYN,NY,78.0,68,42.0,50,True,60319,True,False,40.6956408,-73.969318,"71-77 CLINTON AVENUE,  BROOKLYN, NY"
13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",Brooklyn,11201,105 TECH PLACE, BROOKLYN,NY,59.0,68,35.0,50,True,176004,False,False,40.6955452,-73.985323,"105 TECH PLACE,  BROOKLYN, NY"
14K071,Juan Morel Campos Secondary School,Brooklyn,11206,215 HEYWARD STREET, BROOKLYN,NY,20.0,68,10.0,50,True,38430,False,False,40.7039101,-73.9537081,"215 HEYWARD STREET,  BROOKLYN, NY"
14K322,Foundations Academy,Brooklyn,11206,70 TOMPKINS AVENUE, BROOKLYN,NY,99.0,68,97.0,50,True,38430,True,True,40.696622,-73.9472359,"70 TOMPKINS AVENUE,  BROOKLYN, NY"
14K449,"Brooklyn Latin School, The",Brooklyn,11206,223 GRAHAM AVENUE, BROOKLYN,NY,51.0,68,22.0,50,True,38430,False,False,40.709729,-73.9443861,"223 GRAHAM AVENUE,  BROOKLYN, NY"
14K454,Green School: An Academy for Environmental Careers,Brooklyn,11206,223 GRAHAM AVENUE, BROOKLYN,NY,59.0,68,35.0,50,True,38430,False,False,40.709729,-73.9443861,"223 GRAHAM AVENUE,  BROOKLYN, NY"
14K474,PROGRESS High School for Professional Careers,Brooklyn,11211,850 GRAND STREET, BROOKLYN,NY,54.0,68,27.0,50,True,63639,False,False,40.7119127,-73.9404248,"850 GRAND STREET,  BROOKLYN, NY"
14K477,School for Legal Studies,Brooklyn,11211,850 GRAND STREET, BROOKLYN,NY,76.0,68,71.0,50,True,63639,True,True,40.7119127,-73.9404248,"850 GRAND STREET,  BROOKLYN, NY"
14K478,"The High School for Enterprise, Business and Technology",Brooklyn,11211,850 GRAND STREET, BROOKLYN,NY,83.0,68,54.0,50,True,63639,True,True,40.7119127,-73.9404248,"850 GRAND STREET,  BROOKLYN, NY"
14K488,Brooklyn Preparatory High School,Brooklyn,11211,257 NORTH 6 STREET, BROOKLYN,NY,91.0,68,52.0,50,True,63639,True,True,40.7154923,-73.9550398,"257 NORTH 6 STREET,  BROOKLYN, NY"
14K558,Williamsburg High School for Architecture and Design,Brooklyn,11211,257 NORTH 6 STREET, BROOKLYN,NY,87.0,68,66.0,50,True,63639,True,True,40.7154923,-73.9550398,"257 NORTH 6 STREET,  BROOKLYN, NY"
14K561,Williamsburg Preparatory School,Brooklyn,11211,257 NORTH 6 STREET, BROOKLYN,NY,46.0,68,32.0,50,True,63639,False,False,40.7154923,-73.9550398,"257 NORTH 6 STREET,  BROOKLYN, NY"
14K586,Lyons Community School,Brooklyn,11206,223 GRAHAM AVENUE, BROOKLYN,NY,49.0,68,24.0,50,True,38430,False,False,40.709729,-73.9443861,"223 GRAHAM AVENUE,  BROOKLYN, NY"
14K614,Young Women's Leadership School of Brooklyn,Brooklyn,11206,325 BUSHWICK AVENUE, BROOKLYN,NY,53.0,68,27.0,50,True,38430,False,False,40.7050566,-73.9386916,"325 BUSHWICK AVENUE,  BROOKLYN, NY"
14K685,El Puente Academy for Peace and Justice,Brooklyn,11211,250 HOOPER STREET, BROOKLYN,NY,54.0,68,57.0,50,True,63639,False,True,40.7056121,-73.9555879,"250 HOOPER STREET,  BROOKLYN, NY"
15K423,Brooklyn Frontiers High School,Brooklyn,11201,112 SCHERMERHORN STREET, BROOKLYN,NY,90.0,68,70.0,50,True,176004,True,True,40.6899893,-73.9892204,"112 SCHERMERHORN STREET,  BROOKLYN, NY"
15K429,Brooklyn School for Global Studies,Brooklyn,11201,284 BALTIC STREET, BROOKLYN,NY,85.0,68,56.0,50,True,176004,True,True,40.6849801,-73.9937004,"284 BALTIC STREET,  BROOKLYN, NY"
15K448,Brooklyn Secondary School for Collaborative Studies,Brooklyn,11231,610 HENRY STREET, BROOKLYN,NY,61.0,68,42.0,50,True,141500,False,False,40.6794537,-74.0021478,"610 HENRY STREET,  BROOKLYN, NY"
15K462,Secondary School for Law,Brooklyn,11215,237 7 AVENUE, BROOKLYN,NY,61.0,68,36.0,50,True,170511,False,False,40.6693177,-73.97864109999999,"237 7 AVENUE,  BROOKLYN, NY"
15K463,Secondary School for Journalism,Brooklyn,11215,237 7 AVENUE, BROOKLYN,NY,66.0,68,41.0,50,True,170511,False,False,40.6693177,-73.97864109999999,"237 7 AVENUE,  BROOKLYN, NY"
15K464,Park Slope Collegiate,Brooklyn,11215,237 7 AVENUE, BROOKLYN,NY,73.0,68,48.0,50,True,170511,True,False,40.6693177,-73.97864109999999,"237 7 AVENUE,  BROOKLYN, NY"
15K519,Cobble Hill School of American Studies,Brooklyn,11201,347 BALTIC STREET, BROOKLYN,NY,79.0,68,63.0,50,True,176004,True,True,40.6848933,-73.99085869999999,"347 BALTIC STREET,  BROOKLYN, NY"
15K592,Khalil Gibran International Academy,Brooklyn,11217,362 SCHERMERHORN STREET, BROOKLYN,NY,70.0,68,51.0,50,True,145365,True,True,40.6859562,-73.9798394,"362 SCHERMERHORN STREET,  BROOKLYN, NY"
15K667,Sunset Park High School,Brooklyn,11232,153 35TH STREET, BROOKLYN,NY,65.0,68,43.0,50,True,58913,False,False,40.6555967,-74.004217,"153 35TH STREET,  BROOKLYN, NY"
15K684,Millennium Brooklyn HS,Brooklyn,11215,237 7 AVENUE, BROOKLYN,NY,42.0,68,20.0,50,True,170511,False,False,40.6693177,-73.97864109999999,"237 7 AVENUE,  BROOKLYN, NY"
16K393,Frederick Douglass Academy IV Secondary School,Brooklyn,11221,1014 LAFAYETTE AVENUE, BROOKLYN,NY,79.0,68,33.0,50,True,61331,True,False,40.6919757,-73.93148839999999,"1014 LAFAYETTE AVENUE,  BROOKLYN, NY"
16K455,Boys and Girls High School,Brooklyn,11213,1700 FULTON STREET, BROOKLYN,NY,62.0,68,37.0,50,True,51262,False,False,40.67892270000001,-73.9316585,"1700 FULTON STREET,  BROOKLYN, NY"
16K498,Brooklyn High School for Law and Technology,Brooklyn,11221,1396 BROADWAY, BROOKLYN,NY,43.0,68,26.0,50,True,61331,False,False,40.688414,-73.92082649999999,"1396 BROADWAY,  BROOKLYN, NY"
17K122,Pathways in Technology Early College High School (P-Tech),Brooklyn,11213,150 ALBANY AVENUE, BROOKLYN,NY,63.0,68,47.0,50,True,51262,False,False,40.6753921,-73.9391279,"150 ALBANY AVENUE,  BROOKLYN, NY"
17K382,Academy for College Preparation and Career Exploration: A College Board School,Brooklyn,11226,911 FLATBUSH AVENUE, BROOKLYN,NY,68.0,68,24.0,50,True,65178,False,False,40.64930349999999,-73.95774899999999,"911 FLATBUSH AVENUE,  BROOKLYN, NY"
17K408,Academy of Hospitality and Tourism,Brooklyn,11226,911 FLATBUSH AVENUE, BROOKLYN,NY,57.0,68,39.0,50,True,65178,False,False,40.64930349999999,-73.95774899999999,"911 FLATBUSH AVENUE,  BROOKLYN, NY"
17K524,International High School at Prospect Heights,Brooklyn,11225,883 CLASSON AVENUE, BROOKLYN,NY,55.0,68,33.0,50,True,65968,False,False,40.67004070000001,-73.96102859999999,"883 CLASSON AVENUE,  BROOKLYN, NY"
17K528,The High School for Global Citizenship,Brooklyn,11225,883 CLASSON AVENUE, BROOKLYN,NY,82.0,68,48.0,50,True,65968,True,False,40.67004070000001,-73.96102859999999,"883 CLASSON AVENUE,  BROOKLYN, NY"
17K531,"School for Human Rights, The",Brooklyn,11203,600 KINGSTON AVENUE, BROOKLYN,NY,63.0,68,30.0,50,True,68184,False,False,40.6593652,-73.9431462,"600 KINGSTON AVENUE,  BROOKLYN, NY"
17K533,School for Democracy and Leadership,Brooklyn,11203,600 KINGSTON AVENUE, BROOKLYN,NY,71.0,68,46.0,50,True,68184,True,False,40.6593652,-73.9431462,"600 KINGSTON AVENUE,  BROOKLYN, NY"
17K537,High School for Youth and Community Development at Erasmus,Brooklyn,11226,911 FLATBUSH AVENUE, BROOKLYN,NY,75.0,68,38.0,50,True,65178,True,False,40.64930349999999,-73.95774899999999,"911 FLATBUSH AVENUE,  BROOKLYN, NY"
17K539,High School for Service & Learning at Erasmus,Brooklyn,11226,911 FLATBUSH AVENUE, BROOKLYN,NY,95.0,68,89.0,50,True,65178,True,True,40.64930349999999,-73.95774899999999,"911 FLATBUSH AVENUE,  BROOKLYN, NY"
17K543,"Science, Technology and Research Early College High School at Erasmus",Brooklyn,11226,911 FLATBUSH AVENUE, BROOKLYN,NY,93.0,68,76.0,50,True,65178,True,True,40.64930349999999,-73.95774899999999,"911 FLATBUSH AVENUE,  BROOKLYN, NY"
17K546,High School for Public Service: Heroes of Tomorrow,Brooklyn,11203,600 KINGSTON AVENUE, BROOKLYN,NY,78.0,68,48.0,50,True,68184,True,False,40.6593652,-73.9431462,"600 KINGSTON AVENUE,  BROOKLYN, NY"
17K547,Brooklyn Academy of Science and the Environment,Brooklyn,11225,883 CLASSON AVENUE, BROOKLYN,NY,72.0,68,38.0,50,True,65968,True,False,40.67004070000001,-73.96102859999999,"883 CLASSON AVENUE,  BROOKLYN, NY"
17K548,Brooklyn School for Music & Theatre,Brooklyn,11225,883 CLASSON AVENUE, BROOKLYN,NY,92.0,68,72.0,50,True,65968,True,True,40.67004070000001,-73.96102859999999,"883 CLASSON AVENUE,  BROOKLYN, NY"
17K590,Medgar Evers College Preparatory School,Brooklyn,11225,1186 CARROLL STREET, BROOKLYN,NY,77.0,68,58.0,50,True,65968,True,True,40.667,-73.95101360000001,"1186 CARROLL STREET,  BROOKLYN, NY"
17K745,Brooklyn Institute for Liberal Arts,Brooklyn,11203,600 KINGSTON AVENUE, BROOKLYN,NY,71.0,68,50.0,50,True,68184,True,False,40.6593652,-73.9431462,"600 KINGSTON AVENUE,  BROOKLYN, NY"
17K751,Academy for Health Careers,Brooklyn,11213,150 ALBANY AVENUE, BROOKLYN,NY,91.0,68,77.0,50,True,51262,True,True,40.6753921,-73.9391279,"150 ALBANY AVENUE,  BROOKLYN, NY"
18K563,It Takes a Village Academy,Brooklyn,11203,5800 TILDEN AVENUE, BROOKLYN,NY,50.0,68,36.0,50,True,68184,False,False,40.6478943,-73.9228473,"5800 TILDEN AVENUE,  BROOKLYN, NY"
18K566,Brooklyn Generation School,Brooklyn,11236,6565 FLATLANDS AVENUE, BROOKLYN,NY,66.0,68,46.0,50,True,82853,False,False,40.6336811,-73.91751959999999,"6565 FLATLANDS AVENUE,  BROOKLYN, NY"
18K567,Brooklyn Theatre Arts High School,Brooklyn,11236,6565 FLATLANDS AVENUE, BROOKLYN,NY,78.0,68,47.0,50,True,82853,True,False,40.6336811,-73.91751959999999,"6565 FLATLANDS AVENUE,  BROOKLYN, NY"
